API10,API12,API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,DI Landing Zone,DI Landing Zone Source,Target Formation,Formation at Total Depth,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,True Vertical Depth Source,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Spud Date Source,Completion Date,Completion Date Source,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Gross Perforated Interval Source,Horizontal Length,DI Lateral Length,DI Lateral Length Source,Wellbore Count (API10),Completion Count (API10),Treatment Job Count (API10),First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),Qualifier (First Treatment Job),Stage Count (First Treatment Job),Max Injection Rate (First Treatment Job),Max Injection Pressure (First Treatment Job),Total Proppant (First Treatment Job),Total Fluid (First Treatment Job),Total Additive (First Treatment Job),Proppant Per Horizontal Foot (First Treatment Job),Proppant per Perforated Foot (First Treatment Job),Fluid per Perforated Foot (First Treatment Job),Proppant Concentration (lbs/gal) (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,First Test Gas Gravity,First Test Oil Gravity,First Test GOR,First Test Casing Pressure,First Test Choke Size,First Test Flowing Tubing Pressure,Prac IP BOE,Prac IP Gas Daily,Prac IP Oil Daily,Prac IP CFGED,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Daily Gas,Daily Oil,Latest Gas,Latest Oil,Latest Water,Latest Yield,Last WHSIP,Latest GOR,First Month Gas,First Month Oil,First Month Water,2nd Month GOR,2nd Month Yield,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,Last 12 Gas,Last 12 Oil,Last 12 Water,Last 12 Yield,Prior 12 Gas,Prior 12 Oil,Prior 12 Water,First 24 BOE,First 24 Gas,First 24 Oil,First 24 Water,First 24 MMCFGE,First 60 BOE,First 60 Gas,First 60 Oil,First 60 Water,First 60 MMCFGE,Horizontal Wellbore Length,TVDSS Mean,Percentage in Landing Zone,Toe in Landing Zone,Footage in Landing Zone,Avg Distance from Top of Zone,Avg Distance from Base of Zone,Ext Formation Thickness Mean,Has Digitized Trajectory (Y/N),Has Filing Document(s) (Y/N),Has Well Log (LAS) (Y/N),Has Well Log (Raster) (Y/N),LAS Mnemonics,Country,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,OCS Area,PGC Area,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,UWI,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
4301351037,430135103700,43013510370000,GMBU,I-4-9-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5135,KB EST,5119,6248,6220,REPORTED,OIL,ACTIVE,1,128655912,COM,UTU-75038,2013-11-22,REPORTED,2014-07-17,State Agency,D,,,,,,,,1,1,1,2014-01-01,2020-08-01,77,2014-01-13,2014-01-13,AdditiveSummary,,,,340566,3423.26,27901,,,,2.37,,,,,,,,,,,,,,,,94.5118,40.7857,87.7143,567071.428,2646.33,2,1616,3,2456,2,15.878,2,,,,46026.15,31615,40757,4724,775.69,0.2762,276.157,13.7876,17.7745,26,376,12,14461.54,,69.15,254,606,1147,464.98,2150.613,9422.5,5973,8427,2666,,,,14706.33,10310,12988,3039,88.238,,,,1732,3194,115,1844.1109,1911,4111,193,22856,17772,19894,3518,137.136,39727.17,28729,34939,4497,238.363,,,,,,,,,true,false,false,false,,US,UINTA,,UT,04,09S,17E,SENE,,,,,(N/A),P-540,,,,,,32.89,,43-013-51037-00,40.0614026,-110.0050048,40.0636388,-110.0076453
4301351036,430135103600,43013510360000,GMBU,F-3-9-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5132,KB,5119,6295,6133,REPORTED,OIL,ACTIVE,1,128655942,COM,UTU-75038,2013-11-26,REPORTED,2014-01-22,State Agency,D,,,,,,,,1,1,1,2014-01-01,2020-08-01,78,2014-01-14,2014-01-14,AdditiveSummary,,,,253818,2300.45,24947,,,,2.63,,,,,,,,,,,,,,,,63.2382,36.7857,57.1071,379428.571,1770.67,2,1553,3,1599,2,10.624,2,,,,32401.01,18636,29295,7962,636.15,0.1944,194.406,8.1522,12.815,19,457,60,24052.63,,41.58,181,410,298,644.15,1552.4272,6603.33,5690,5655,1769,,,,10264.33,8624,8827,2747,61.586,,,,764,2684,377,3513.089,2810,2969,591,15657.83,11507,13740,4197,93.947,27441.17,16345,24717,7241,164.647,,,,,,,,,false,false,false,false,,US,UINTA,,UT,04,09S,17E,SENE,,,,,(N/A),P-540,,,,,,32.89,,43-013-51036-00,40.0614636,-110.0050048,40.0641563,-110.0012235
4301351035,430135103500,43013510350000,GMBU,D-4-9-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5284,6506,6285,REPORTED,OIL,COMPLETED,,,,,,,2016-11-07,State Agency,D,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,33,08S,17E,SESW,,,,,,,,,,,,,,43-013-51035-00,40.0692104,-110.0133049,40.0668073,-110.0173295
4301351029,430135102900,43013510290000,GMBU,B-4-9-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5150,KB EST,5134,6270,5112,REPORTED,OIL,SHUT-IN,1,128558340,COM,UTU-77234,2013-06-05,REPORTED,2013-07-11,State Agency,D,,,,,,,,1,1,1,2013-07-01,2018-02-01,49,2013-07-09,2013-07-09,AdditiveSummary,,,,70162,1028.9,16046,,,,1.62,,,,,,,,,,,,,,,,12.801,10.2258,11.0968,76806.451,1358.67,1,346,1,1301,1,8.152,1,,,,7490.99,2250,7116,12460,316.19,0.0449,44.946,1.6471,5.2094,2,34,42,17000,,58.82,346,1301,1456,921.51,1085.1735,3051.67,1456,2809,4847,,,,4121,1752,3829,7232,24.726,,,,35,527,568,15057.1429,40,597,868,5793.67,1918,5474,10217,34.762,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,33,08S,17E,SESE,,,,,(N/A),P-540,,,,,,32.89,,43-013-51029-00,40.0690924,-110.0064048,40.0665023,-110.0073119
4301351028,430135102800,43013510280000,GMBU,P-34-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,5150,KB EST,5134,6356,6215,REPORTED,DRY HOLE,P & A,,,,,2013-06-05,REPORTED,2013-06-18,State Agency,D,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,false,false,,US,UINTA,,UT,33,08S,17E,SESE,,,,,,,,,,,,,,43-013-51028-00,40.0690734,-110.0063048,40.071123,-110.001975
4301351027,430135102700,43013510270000,GMBU,Q-33-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5284,6560,6325,REPORTED,OIL,PERMITTED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,33,08S,17E,SESW,,,,,,,,,,,,,,43-013-51027-00,40.0692714,-110.0133049,40.0706029,-110.0182908
4301351026,430135102600,43013510260000,GMBU,P-33-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5208,KB EST,5192,,6452,REPORTED,OIL,ACTIVE,1,128802492,COM,UTU-77234,2014-05-19,REPORTED,2014-06-24,State Agency,D,,,,,,,,1,1,1,2014-06-01,2020-08-01,73,2014-06-20,2014-06-20,AdditiveSummary,,,,284956,2768.38,11005,,,,2.45,,,,,,,,,,,,,,,,65.0323,12.3871,62.9677,390193.548,2016,2,637,3,1952,2,12.096,2,,,,32899.69,23380,29003,9215,806.12,0.1974,197.398,10.9355,13.5655,238,309,33,1298.32,,770.23,0,462,805,196.72,5083.3333,5875.67,2776,5413,6052,,,,9048.67,4654,8273,6834,54.292,,,,2468,2425,279,982.577,2939,2936,335,15204.33,10496,13455,7491,91.226,29290.5,20145,25933,8847,175.743,,,,,,,,,true,false,false,false,,US,UINTA,,UT,32,08S,17E,NESE,,,,,(N/A),P-540,,,,,,32.89,,43-013-51026-00,40.0728113,-110.0252051,40.0701001,-110.0206657
4301351025,430135102500,43013510250000,GMBU,B-31-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5304,KB EST,5288,6540,6400,REPORTED,OIL,SHUT-IN,1,128209517,COM,UTU-74869,2012-06-11,REPORTED,2012-07-09,State Agency,D,,,,,,,,1,1,1,2012-07-01,2016-02-01,43,2012-07-02,,AdditiveSummary,,,,721554,4791.5,40417,,,,3.59,,,,,,,,,,,,,,,,81.57,128.8387,60.0968,489419.354,2693,1,3994,2,2388,1,16.158,1,,,,28274,43920,20954,36065,2096.02,0.1696,169.644,36.7531,17.5347,109,28,315,256.88,,3892.86,1830,2388,1906,2143.85,466.4497,10419.5,15507,7835,6085,,,,13764.83,21581,10168,8864,82.589,,,,6783,3769,17562,555.6538,9496,4838,6737,18852.67,31354,13627,13218,113.116,,,,,,,,,,,,,,true,false,false,false,,US,UINTA,,UT,30,08S,17E,SWSE,,,,,(N/A),P-540,,,,,,32.89,,43-013-51025-00,40.083401,-110.0476055,40.08099,-110.0444057
4301351023,430135102300,43013510230000,GMBU,C-4-9-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5156,KB,5143,6322,5386,REPORTED,OIL,SHUT-IN,1,128558292,COM,UTU-75038,2013-05-29,REPORTED,2013-07-10,State Agency,D,,,,,,,,1,1,1,2013-07-01,2016-06-01,35,2013-07-02,2013-07-02,AdditiveSummary,,,,145732,1334.9,19612,,,,2.6,,,,,,,,,,,,,,,,12.3833,9.9,10.7333,74300,1416.17,1,361,1,1356,1,8.497,1,,,,7292.16,3217,6756,15818,476.17,0.0438,43.753,3.2627,6.8519,3,29,171,9666.67,,103.45,361,1356,1517,922.36,1084.1751,3035.83,1451,2794,4768,,,,4120.83,2159,3761,8260,24.725,,,,363,1332,2301,3669.4215,695,1663,5257,5899.67,2854,5424,13517,35.398,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,33,08S,17E,SWSE,,,,,(N/A),P-540,,,,,,32.89,,43-013-51023-00,40.0688214,-110.0098048,40.0662581,-110.0123855
4301351022,430135102200,43013510220000,GMBU,R-33-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5153,KB,5143,6373,5481,REPORTED,OIL,SHUT-IN,1,128558287,COM,UTU-77234,2013-05-29,REPORTED,2013-07-09,State Agency,D,,,,,,,,1,1,1,2013-07-01,2015-02-01,20,2013-07-01,2013-07-01,AdditiveSummary,,,,75830,886,11795,,,,2.04,,,,,,,,,,,,,,,,9.3765,7.4839,8.129,56258.064,781.17,1,232,2,748,1,4.687,1,,,,2390.69,1090,2209,1921,493.44,0.0143,14.344,1.9258,3.9028,0,1,0,,,0,199,748,648,920.63,1086.2069,1541.67,868,1397,1561,,,,2130.67,1042,1957,1853,12.784,,,,100,603,233,6030,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,33,08S,17E,SWSE,,,,,(N/A),P-540,,,,,,32.89,,43-013-51022-00,40.0688714,-110.0098048,40.0719343,-110.0122329
4301351021,430135102100,43013510210000,GMBU,D-32-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5226,KB EST,5210,6441,6330,REPORTED,OIL,ACTIVE,1,128359046,COM,UTU-76956,2012-12-11,REPORTED,2013-02-15,State Agency,D,,,,,,,,1,1,1,2013-02-01,2020-08-01,89,2013-01-25,,AdditiveSummary,,,,558736,4364.69,35963,,,,3.05,,,,,,,,,,,,,,,,63.6881,87.7419,49.0645,382129.032,2751.17,3,4375,3,2022,3,16.507,3,,,,54353.83,58067,44676,71876,1299.74,0.3261,326.123,22.2992,17.1567,147,341,817,2319.73,,431.09,683,87,58,1788.3,559.1912,10682,16494,7933,4722,,,,18894.17,30583,13797,9414,113.365,,,,1357,2749,7129,2025.7922,1619,4131,8509,28172.17,44473,20760,17839,169.033,44218.17,54217,35182,50066,265.309,,,,,,,,,true,false,false,false,,US,UINTA,,UT,29,08S,17E,SESW,,,,,(N/A),P-540,,,,,,32.89,,43-013-51021-00,40.083344,-110.0335053,40.0814643,-110.0365865
4301351020,430135102000,43013510200000,GMBU,Q-29-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5239,KB,5210,6475,6352.82,TRAJECTORY,OIL,ACTIVE,1,128359045,COM,UTU-76956,2012-12-11,REPORTED,2013-02-05,State Agency,D,,,,,,,,1,1,1,2013-02-01,2020-08-01,89,2013-01-24,,AdditiveSummary,,,,565966,4155.31,35037,,,,3.24,,,,,,,,,,,,,,,,65.2627,89.9615,50.2692,391576.923,1696.83,2,5345,1,1307,2,10.181,2,,,,31390.69,25342,27167,69063,932.82,0.1883,188.344,9.7883,10.4932,60,378,1805,6300,,158.73,5345,87,58,1789.59,558.7858,4881.83,11105,3031,2316,,,,7558.17,15853,4916,4252,45.349,,,,677,2968,15414,4384.0473,1061,3076,11268,11016,19848,7708,7023,66.096,22855,23028,19017,36503,137.13,,,,,,,,,true,false,false,false,,US,UINTA,,UT,29,08S,17E,SESW,,,,,(N/A),P-540,,,,,,32.89,,43-013-51020-00,40.083401,-110.0334053,40.0858392,-110.0361151
4301351019,430135101900,43013510190000,GMBU,U-29-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5174,KB EST,5158,6444,6310.89,TRAJECTORY,OIL,ACTIVE,1,128209256,COM,UTU-77234,2012-06-15,REPORTED,2012-07-18,State Agency,D,,,,,,,,1,1,1,2012-07-01,2020-08-01,95,2012-07-11,,AdditiveSummary,,,,253710,2438.4,27599,,,,2.48,,,,,,,,,,,,,,,,89.1506,71.3548,77.2581,534903.225,2763.67,2,3578,3,2395,2,16.582,2,,,,66892.63,43858,59583,57117,736.08,0.4014,401.356,15.8504,21.5334,74,659,757,8905.41,,112.29,87,461,212,923.59,1082.7306,8292.33,9596,6693,2488,,,,13787.33,17066,10943,4414,82.724,,,,1268,4273,4187,3369.8738,2508,5729,5855,22505.5,26721,18052,7811,135.033,48593.67,37324,42373,41105,291.562,,,,,,,,,true,false,false,false,,US,UINTA,,UT,33,08S,17E,NWNW,,,,,(N/A),P-540,,,,,,32.89,,43-013-51019-00,40.0797502,-110.018615,40.0818023,-110.0219945
4301351018,430135101800,43013510180000,GMBU,X-28-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5168,KB,5158,6420,6320.56,TRAJECTORY,OIL,ACTIVE,1,128209456,COM,UTU-77234,2012-06-14,REPORTED,2012-07-23,State Agency,D,,,,,,,,1,1,1,2012-07-01,2020-08-01,95,2012-07-12,,AdditiveSummary,,,,435916,3876.6,36709,,,,2.68,,,,,,,,,,,,,,,,89.1506,71.3548,77.2581,534903.225,2763.67,2,3578,3,2395,2,16.582,2,,,,40191.85,28745,35401,25714,811.98,0.2412,241.151,10.4603,12.8825,1,5,14,5000,,200,87,461,212,923.59,1082.7306,8329.17,9631,6724,2498,,,,11126.5,13335,8904,3682,66.759,,,,1315,1452,2952,1104.1825,764,2257,4607,15638,16812,12836,5775,93.828,32432.67,24850,28291,13043,194.596,,,,,,,,,true,false,true,false,"BOREHOLE-DEPTH,GR,GR_N,RES,RHOB,SP",US,UINTA,,UT,33,08S,17E,NWNW,,,,,(N/A),P-540,,,,,,32.89,,43-013-51018-00,40.0797812,-110.018555,40.0822112,-110.0165437
4301350983,430135098300,43013509830000,GMBU,1-16-9-16H,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5774,10415,5812,REPORTED,OIL,COMPLETED,,,,,,,2015-01-08,State Agency,H,,,,,4601.21,4601.21,CLOSURE DISTANCE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,16,09S,16E,NENE,,,,,,,,,,,,,,43-013-50983-00,40.0357824,-110.1179068,40.0238006,-110.1231053
4301350972,430135097200,43013509720000,GMBU,W-16-9-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5334,KB EST,5318,5898,5829.43,TRAJECTORY,OIL,SHUT-IN,1,128588568,COM,ML-3453B,2013-08-01,REPORTED,2013-09-12,State Agency,D,,,,,,,,1,1,1,2013-09-01,2019-01-01,65,2013-09-09,2013-09-09,AdditiveSummary,,,,276463,2385.19,26819,,,,2.76,,,,,,,,,,,,,,,,52.8065,31.1613,47.6129,316838.709,1637,2,966,2,1476,2,9.822,2,,,,23291.47,4983,22461,69633,221.85,0.1397,139.749,2.6048,11.7412,,4,116,,,,215,806,583,654.47,1527.9503,5267,2274,4888,4122,,,,8871.83,3203,8338,5055,53.231,,,,170,1550,1835,9117.6471,769,3122,6352,13128.67,3352,12570,31532,78.772,22846.5,4983,22016,69303,137.079,,,,,,,,,true,false,false,false,,US,UINTA,,UT,16,09S,17E,SWSE,,,,,(N/A),P-540,,,,,,32.89,,43-013-50972-00,40.0253422,-110.0097049,40.0239215,-110.0121161
4301350971,430135097100,43013509710000,GMBU,C-2-9-15,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5901,6371,6300,REPORTED,OIL,COMPLETED,,,,,,,2015-01-08,State Agency,D,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,02,09S,15E,NWNE,,,,,,,,,,,,,,43-013-50971-00,40.0654404,-110.1978083,40.0671306,-110.1994998
4301350970,430135097000,43013509700000,GMBU,B-2-9-15,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5901,6396,6315,REPORTED,OIL,COMPLETED,,,,,,,2015-01-08,State Agency,D,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,02,09S,15E,NWNE,,,,,,,,,,,,,,43-013-50970-00,40.0654824,-110.1977082,40.0671001,-110.194327
4301350969,430135096900,43013509690000,GMBU,1-2-9-16H,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5430,10538,5974,REPORTED,OIL,COMPLETED,,,,,,,2015-01-08,State Agency,H,,,,,4557.64,4557.64,CLOSURE DISTANCE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,02,09S,16E,NENE,,,,,,,,,,,,,,43-013-50969-00,40.0643431,-110.0787061,40.0528607,-110.0851712
4301350968,430135096800,43013509680000,GMBU,3-2-9-15H,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5946,10432,6019,REPORTED,OIL,COMPLETED,,,,,,,2014-12-09,State Agency,H,,,,,4531.31,4531.31,CLOSURE DISTANCE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,02,09S,15E,NENW,,,,,,,,,,,,,,43-013-50968-00,40.0641324,-110.2016083,40.0529172,-110.2086094
4301350967,430135096700,43013509670000,GMBU,3-32-21-8-17H,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5242,KB EST,5222,17080,6682.6,TRAJECTORY,OIL,ACTIVE,1,129002965,COM,ML-22060,2014-10-21,REPORTED,2015-01-28,State Agency,H,,,,,11075.59,10496,TRAJECTORY,1,1,1,2015-01-01,2020-08-01,66,2014-12-11,2014-12-17,AdditiveSummary,,,,5240618,92222.88,494366,473.1683,,,1.35,,,,,,,,,,,,,,,,596.125,320.6786,542.6786,3576750,16691.5,2,12159,4,15195,2,100.149,2,1.59,1.16,1.45,188477.5,254175,146115,71111,1739.55,1.1309,1130.865,129.5489,74.4725,2486,1461,656,587.69,,1701.57,2798,9006,8948,590.92,1692.282,54708.17,42391,47643,28777,5.21,4.04,4.54,74818,58206,65117,35578,448.908,7.13,5.55,6.2,20709,10274,4286,496.1128,29047,13584,6111,112481.33,117470,92903,47373,674.888,180416,242262,140039,68705,1082.496,,,,,,,,,true,false,false,false,,US,UINTA,,UT,32,08S,17E,NENW,,,,,(N/A),P-540,,,,,,32.89,,43-013-50967-00,40.0788731,-110.0343053,40.1070532,-110.0194468
4301350960,430135096000,43013509600000,GMBU,1A-32-8-17H,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5193,10687,6051,REPORTED,OIL,COMPLETED,,,,,,,2014-12-18,State Agency,H,,,,,4649.55,4649.55,CLOSURE DISTANCE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,32,08S,17E,NENE,,,,,,,,,,,,,,43-013-50960-00,40.0794832,-110.0247051,40.0678067,-110.0314135
4301350959,430135095900,43013509590000,GMBU,1-16-9-17H,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,DUCHESNE (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5238,10187,5574,REPORTED,OIL,COMPLETED,,,,,,,2014-12-09,State Agency,H,,,,,4543.29,4543.29,CLOSURE DISTANCE,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,16,09S,17E,NENE,,,,,,,,,,,,,,43-013-50959-00,40.035375,-110.0043048,40.0242323,-110.0115921
